-0.352676437,-0.160984812,3.253404925,6.749518678,3.650230984
3.460921194,6.191001096,2.583647581,-1.763698048,-0.649752311
-1.058351658,4.008552367,4.866777582,2.900479253,4.556676196
5.761807276,4.377502003,3.372139608,1.597263747,2.448806034
0.298915119,3.185278788,5.704781077,1.466223301,2.386207186
1.98660616,4.490171502,4.129467581,2.458954882,3.611214556
-0.000939794,-0.340315769,3.467293266,-0.814442704,0.681434595
-1.206720951,5.451507878,1.441301373,4.985520046,0.542963502
0.902283373,1.858117007,4.023180224,5.535763427,5.892842501
-1.105150156,2.770256613,4.38819609,-0.680134026,2.866104351
0.131970031,1.15789296,4.262390025,4.100364358,0.718753978
0.688212157,3.778682632,2.715646144,-2.019599372,-0.458994332
0.24649449,4.028004248,2.394461972,8.805778967,6.375746019
0.512584706,3.232453027,6.041917101,7.269103113,1.474843523
1.733799123,4.335388105,4.260362446,-0.531940626,1.526983367
3.514660427,1.386228904,4.786278697,-2.314713323,-1.200780263
0.671874142,1.158795234,3.159395658,1.518152217,0.265157035
0.973529672,1.596245115,4.412904149,5.765457722,0.97187386
0.863678043,3.339822606,5.608197602,-4.586589043,5.072674028
0.252570801,-0.612368216,2.164945244,-1.628654567,1.101779544
3.265234886,5.787798294,3.768366553,7.404693752,2.293289647
1.977278071,0.4436123,4.359818917,-0.056078389,1.732936778
2.394189922,2.947906076,5.251958526,3.882338696,0.41784718
0.185687005,5.148835992,3.573263358,0.873603838,1.744997619
7.953248378,0.055674095,3.265486064,4.189008778,0.601141791
4.787343409,-1.809734688,1.205155805,-0.041674108,3.55347991
4.112909609,0.873548679,3.322056777,1.952964573,-0.279141174
1.642883759,2.473628291,4.819795056,6.146794357,-0.096519884
3.114813817,5.761132426,3.042681709,8.730266318,0.922263121
1.792579782,4.875804143,3.899841864,0.040806537,1.33354679
3.764963326,5.016273046,4.723192031,3.039662773,0.473368364
-0.445267228,-1.224452305,2.504158306,1.094574887,1.991434644
-2.1586268,2.669700662,4.623609141,6.916710403,2.001404287
5.486143749,2.355795826,4.667170675,-0.555947899,0.481681461
-3.435289417,3.848765199,4.043866417,1.757103472,-0.143502778
5.498711913,7.012015527,5.925295132,5.174130691,5.52169118
1.657554811,3.725255613,5.056424191,0.966754266,4.450168887
0.894274312,3.353090958,3.45520995,2.037492917,2.550845162
4.960799265,4.349312863,3.338257526,7.909923212,-0.10396909
-0.257552743,1.618114272,3.280385507,-4.061466107,2.260005607
4.3415249,3.226932364,4.222019743,2.603608857,5.149900826
4.923477782,1.196560427,4.29364037,6.274763297,-1.17736323
2.1685993,3.778353678,3.109434785,0.977903412,-0.082752014
-0.6956282,3.150601114,6.006617999,1.964371274,1.220453364
2.765342034,0.823933566,4.425733582,0.449211627,3.487254479
3.75710283,0.638866941,5.899443492,8.952234924,1.866888652
-0.282861386,0.009287189,4.80352841,1.86214128,-1.193500697
-3.618282591,0.14789518,2.937610425,0.620058427,4.173952896
1.467779757,2.600059951,2.042243208,4.268732243,-3.238207531
2.50130751,3.022446975,3.789593384,2.058280467,3.829655179
1.371184245,0.040560857,4.847584434,5.525739021,4.856516449
4.376751803,4.291021977,5.412820771,6.650689885,3.395793622
3.026733054,2.003905772,4.193754081,4.897387216,0.317259077
-3.401774574,7.19853553,2.622083106,2.216761938,2.874756732
-1.038409245,4.213467377,4.643341397,6.972876199,3.749813026
